ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_category,_type,continent,country,country_code,state,state_code,town,formatted,confidence,original_address,j_UtilityID,j_Project Name,j_City,j_State,j_Utility,j_Utility Type,j_Basic Structure,j_System Size (MW-AC),j_System Size (MW-DC),j_Year of Interconnection
US,USA,road,road,North America,United States of America,us,Georgia,GA,,"South Coastal Highway, Liberty County, GA 31320, United States of America","8","1265 S Coastal Hwy, Midway, GA 31320","31,833",Kingsland Community Solar,Kingsland,GA,Okefenoke Rural El Member Corp,Cooperative,Rural electric cooperative,0.92,1.2,"2,015"
US,USA,road,road,North America,United States of America,us,Georgia,GA,,"Tippettville Road, Dooly County, GA 31092, United States of America","9","600 Tippettville Rd, Vienna, GA 31092","12,472",Middle Georgia Community Solar,Vienna,GA,Middle Georgia El Member Corp,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,place,city,North America,United States of America,us,Georgia,GA,Alma,"Alma, Georgia, United States of America","5","928 GA‑32 E, Alma, GA 31510","16,674",Satilla REMC Cooperative Solar,Alma,GA,Satilla Rural Elec Member Corporation,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,road,road,North America,United States of America,us,Georgia,GA,Eatonton,"Recreation Rd, Eatonton, GA, United States of America","7","112 Recreation Park Rd, Eatonton, GA 31024","18,956",Tri-County EMC ourSolar,Eatonton,GA,Tri-County Elec Member Corp,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,building,building,North America,United States of America,us,Georgia,GA,,"842 US 78;GA 10, Mount Vernon, Walton County, GA 30655, United States of America","10","842 US-78, Monroe, GA 30655","20,065",Walton II Cooperative Solar,Monroe,GA,Walton Electric Member Corp,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,building,building,North America,United States of America,us,Georgia,GA,,"842 US 78;GA 10, Mount Vernon, Walton County, GA 30655, United States of America","10","842 US-78, Monroe, GA 30655","20,065",Walton II Cooperative Solar,Monroe,GA,Walton Electric Member Corp,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,road,road,North America,United States of America,us,Georgia,GA,Monroe,"Ike Stone Rd, Monroe, GA, United States of America","9","1474 Ike Stone Rd
Monroe, Georgia","20,065",Walton III Cooperative Solar,Monroe,GA,Walton Electric Member Corp,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,building,building,North America,United States of America,us,Iowa,IA,Postville,"229 North Lawler Street, Postville, IA 52162, United States of America","10","229 IA-51, Postville, IA 52162","329",ACEC SunSource,Postville,IA,"Allamakee-Clayton El Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,road,road,North America,United States of America,us,Iowa,IA,,"George P. Soumas Memorial Highway, Coon Rapids, Union Township, IA 50058, United States of America","8","30551 IA-141, Coon Rapids, IA 50058","7,303",Coon Rapids Array,Coon Rapids,IA,Raccoon Valley Electric Cooperative,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"809 Fox Avenue, Odebolt, Richland Township, IA 51458, United States of America","10","809 IA-39, Denison, IA 51442","19,437",Denison Cooperative Solar,Denison,IA,Western Iowa Power Coop,Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,Hatteras,"Hatteras Ct, Hatteras, NC, United States of America","5","71, Hatteras Village, NC 27943","6,168",FEC Community Solar Garden,Kalona,IA,Farmers Electric Coop - (IA),Cooperative,Rural electric cooperative,0.12,0.16,"2,017"
US,USA,road,road,North America,United States of America,us,Iowa,IA,Hampton,"US Hwy 65, Hampton, IA, United States of America","9","1228 U.S. Highway 65, Hampton, IA 50441","6,722",Franklin Community Solar Garden,Hampton,IA,Franklin Rural Electric Coop - (IA),Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"3079 Easton Trail, Woodbine, Harrison County, IA 51579, United States of America","10","3079 Easton Trail, Woodbine, IA 51579","8,283",Harrison County REC,Woodbine,IA,Harrison County REC,Cooperative,Rural electric cooperative,0.03,0.04,"2,018"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"1605 Avenue of the Saints, Floyd County, IA 50435, United States of America","10","1605 US-218, St Ansgar, IA 50472","8,319",Heartland Community Solar,St. Ansgar,IA,Heartland Power Coop,Cooperative,Rural electric cooperative,0.07,0.09,"2,016"
US,USA,building,building,North America,United States of America,us,Iowa,IA,Iowa Falls,"730 South River Street, Iowa Falls, IA 50126, United States of America","10","730 South River Street, Iowa Falls, IA","12,450",Midland Power Community Solar,Iowa Falls,IA,Midland Power Coop,Cooperative,Rural electric cooperative,0.02,0.03,"2,015"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"418 East Iowa Avenue, George, Lyon County, IA 51237, United States of America","10","418 E Iowa Ave, Onawa, IA 51040","19,437",Onawa Cooperative Solar,Onawa,IA,Western Iowa Power Coop,Cooperative,Rural electric cooperative,0.04,0.05,"2,015"
US,USA,building,building,North America,United States of America,us,Iowa,IA,Clarion,"2551 230th Street, Clarion, IA 50525, United States of America","10","2551 230th St, Clarion, IA 50525","15,291",Prairie Energy Community Solar Program,Clarion,IA,Prairie Energy Coop,Cooperative,Rural electric cooperative,0.05,0.07,"2,017"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"24049 State Highway 9, Vernon Springs Township, IA 52136, United States of America","10","24049 IA‑9, Cresco, IA 52136","19,157",Renewable Rays - Cresco,Cresco,IA,MiEnergy Cooperative,Cooperative,Rural electric cooperative,0.06,0.08,"2,017"
US,USA,building,building,North America,United States of America,us,Iowa,IA,,"5463 130th Street, Osceola County, IA 51249, United States of America","10","5463 130th St, Sibley, IA 51249","14,202",Sterler Community Solar Park,Sibley,IA,"Osceola Electric Coop, Inc",Cooperative,Rural electric cooperative,0.27,0.35,"2,016"
US,USA,road,road,North America,United States of America,us,Idaho,ID,Worley,"Setters Rd, Worley, ID, United States of America","5","18182 West Setters Road, Worley, Idaho","10,454",Kootenai Community Solar Project,Worley,ID,Kootenai Electric Cooperative,Cooperative,Rural electric cooperative,1,1.3,
US,USA,building,building,North America,United States of America,us,Idaho,ID,,"421 Chevy Street, Sagle, Bonner County, ID 83860, United States of America","10","421 Chevy St, Sagle, ID 83860","13,758",Northern Lights Community Solar,Sagle,ID,"Northern Lights, Inc",Cooperative,Rural electric cooperative,0.86,1.12,"2,012"
US,USA,road,road,North America,United States of America,us,Illinois,IL,Paris,"Co Rd 1, Paris, IL, United States of America","6","11597 IL Highway 1, Paris, IL 61944","40,211",Co-op Solar,Paris,IL,"Wabash Valley Power Assn, Inc",Cooperative,Rural electric cooperative,0.09,0.12,"2,016"
US,USA,road,road,North America,United States of America,us,Illinois,IL,Blue Mound,"E Power St, Blue Mound, IL, United States of America","4","Solar Power Plant, Shelbyville, IL 62565","40,307",Shelby Solar Farm,Shelbyville,IL,"Prairie Power, Inc",Cooperative,Rural electric cooperative,0.1,0.13,"2,014"
US,USA,building,building,North America,United States of America,us,Indiana,IN,Laotto,"220 Co Rd 70, Laotto, IN, United States of America","10","220 Co Rd 70, Laotto, IN 46763","40,211",Co-op Solar,LaOtto,IN,"Wabash Valley Power Assn, Inc",Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,Indiana,IN,Peru,"3086 W 100 N, Peru, IN, United States of America","10","3086 W 100 N, Peru, IN 46970","40,211",Co-op Solar,Peru,IN,"Wabash Valley Power Assn, Inc",Cooperative,Rural electric cooperative,0.04,0.07,"2,015"
US,USA,place,city,North America,United States of America,us,Indiana,IN,Wanatah,"Wanatah, Indiana, United States of America","6","8642 W, US-30, Wanatah, IN 46390","40,211",Co-op Solar,Wanatah,IN,"Wabash Valley Power Assn, Inc",Cooperative,Rural electric cooperative,0.04,0.07,"2,016"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Columbus,"W 625 S, Columbus, IN, United States of America","9","2457 W 625 S, Columbus, IN 47201","9,267",MySolar,Columbus,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,5.4,7.02,
US,USA,road,road,North America,United States of America,us,Indiana,IN,Dale,"Co Rd 2100 N, Dale, IN, United States of America","6","4773 County Rd 2100 N, Dale, IN 47523","9,267",MySolar,Dale,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.44,0.75,"2,016"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Ellettsville,"State Rd 46, Ellettsville, IN, United States of America","5","8439 W SR 46, Ellettsville, IN 47429","9,267",MySolar,Ellettsville,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,2.5,3.25,"2,017"
US,USA,building,building,North America,United States of America,us,Indiana,IN,,"4900 Farnsley Road Northeast, Floyd County, IN 47122, United States of America","10","4900 Farnsley Road, Lanesville, IN 47136","9,267",MySolar,Lanesville,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.16,0.21,"2,017"
US,USA,building,building,North America,United States of America,us,Indiana,IN,,"955 West County Road 500 South, Tarkeo Corner, Decatur County, IN 47240, United States of America","10","955 W CR 500 S, New Castle, IN 47362","9,267",MySolar,New Castle,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.08,0.1,"2,016"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Orleans,"S Maple St, Orleans, IN, United States of America","4","7700 S Maple Flats Rd, Newberry, IN 47449","9,267",MySolar,Newberry,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.09,0.12,"2,012"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Franklin,"State Rd 135, Franklin, IN, United States of America","4","2457 S SR 135, Trafalgar, IN 46181","9,267",MySolar,Trafalgar,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.48,0.63,"2,015"
US,USA,building,building,North America,United States of America,us,Indiana,IN,,"217 Henretty Road, Underwood, Clark County, IN 47177, United States of America","10","217 Henretty Road, Underwood, IN 47177","9,267",MySolar,Underwood,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.14,0.23,
US,USA,road,road,North America,United States of America,us,Indiana,IN,,"South Old Palestine Road, Lawrence County, IN, United States of America","9","1000 S Old Palestine Road, Mitchell, IN 47446","40,211",MySolar,Mitchell,IN,"Hoosier Energy R E C, Inc",Cooperative,Rural electric cooperative,0.02,0.02,"2,014"
US,USA,building,building,North America,United States of America,us,Indiana,IN,Greenfield,"2243 East Main Street, Greenfield, IN 46140, United States of America","10","2243 East Main Street, Greenfield, IN 46140","8,000",NineStar Community Solar Farm,Greenfield,IN,NineStar Connect,Cooperative,Rural electric cooperative,0.06,0.07,"2,014"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Columbia City,"Park 30 Dr, Columbia City, IN, United States of America","5","4901 E Park 30 Dr, Columbia City, IN","20,603",Northeastern REMC Community Solar,Columbia City,IN,Northeastern Rural E M C,Cooperative,Rural electric cooperative,0.12,0.16,"2,017"
US,USA,road,road,North America,United States of America,us,Indiana,IN,Linton,"S Main St, Linton, IN, United States of America","8","403 S Main St, Linden, IN","18,940",Tipmont REMC Community Solar,Linden,IN,Tipmont Rural Elec Member Corp,Cooperative,Rural electric cooperative,0.09,0.11,"2,015"
US,USA,road,road,North America,United States of America,us,Kansas,KS,,"Veterans Memorial Drive, Thomas County, KS 67701, United States of America","8","410 Veterans Memorial Dr, Colby, KS 67701","12,524",Midwest Community Solar Array 1,Colby,KS,Midwest Energy Inc.,Cooperative,Rural electric cooperative,1.2,1.56,"2,016"
US,USA,building,building,North America,United States of America,us,Michigan,MI,,"7973 East Grand River Avenue, Portland Township, MI 48875, United States of America","10","7973 E. Grand River Ave, Portland, MI 48875","19,396",Homeworks Community Solar Garden,Portland,MI,Tri-County Electric Coop,Cooperative,Rural electric cooperative,15.38,26,"2,011"
US,USA,road,road,North America,United States of America,us,Michigan,MI,Cadillac,"W Watergate Rd, Cadillac, MI, United States of America","8","10125 W Watergate Rd, Cadillac, MI 49601","20,910",Spartan Solar,Cadillac,MI,Wolverine Power Supply Coop,Cooperative,Rural electric cooperative,0.15,0.2,"2,017"
US,USA,road,road,North America,United States of America,us,Michigan,MI,Decatur,"Decatur Rd, Decatur, MI, United States of America","9","60590 Decatur Rd, Cassopolis, MI 49031","12,377",SpartanSolar-MEC,Cassopolis,MI,Midwest Energy and Communications,Cooperative,Rural electric cooperative,1,1.3,"2,016"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,,"West Highway 61, West Cook, MN, United States of America","9","5401 West Highway 61, Lutsen, MN 55612","887",AECI headquarters,Lutsen,MN,Arrowhead Electric Coop,Cooperative,Rural electric cooperative,0.15,0.2,"2,016"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,Brainerd,"State Hwy 371, Brainerd, MN, United States of America","7","17330 State Hwy 371 N, Brainerd, MN 56401","4,577",Community Solar Phase 1,Brainerd,MN,Crow Wing Cooperative Power & Light Comp,Cooperative,Rural electric cooperative,0.02,0.02,"2,019"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,Brainerd,"State Hwy 371, Brainerd, MN, United States of America","6","17331 State Hwy 371 N, Brainerd, MN 56401","4,577",Community Solar Phase 2,Brainerd,MN,Crow Wing Cooperative Power & Light Comp,Cooperative,Rural electric cooperative,0.5,0.65,"2,015"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"1401 South Broadway, Pelican Rapids, Otter Tail County, MN 56572, United States of America","10","1401 S Broadway, Pelican Rapids, MN 56572","10,618",LREC Community Solar Phase 2,Pelican Rapids,MN,Lake Region Electric Cooperative - (MN),Cooperative,Rural electric cooperative,4,5.2,"2,018"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"1401 South Broadway, Pelican Rapids, Otter Tail County, MN 56572, United States of America","10","1401 S Broadway, Pelican Rapids, MN 56572","10,618",LREC Community Solar Phase 2,Pelican Rapids,MN,Lake Region Electric Cooperative - (MN),Cooperative,Rural electric cooperative,4,5.2,"2,018"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Glencoe,"McLeod Cooperative Power, 3515 11th Street East, Glencoe, MN 55336, United States of America","10","3515 11th St E, Glencoe, MN 55336","11,910",McLeod Co-op Community Solar,Glencoe,MN,McLeod Cooperative Power Assn,Cooperative,Rural electric cooperative,0.08,0.1,"2,015"
US,USA,place,city,North America,United States of America,us,Minnesota,MN,Litchfield,"Litchfield, Minnesota, United States of America","6","62967 MN-24, Litchfield, MN 55355","12,227",Meeker Cooperative’s Solar,Litchfield,MN,Meeker Coop Light & Power Assn,Cooperative,Rural electric cooperative,0.13,0.17,"2,015"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,,"Main Avenue, Deer River, Itasca County, MN, United States of America","9","301 Main Ave, Bigfork, MN 56628","13,700",North Itasca Community Solar,Bigfork,MN,North Itasca Electric Coop Inc,Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"Beltrami Electric Cooperative, 4111 Technology Drive Northwest, Bemidji, MN 56601, United States of America","10","4111 Technology Dr NW, Bemidji, MN 56601","1,529",Northern Solar,Bemidji,MN,"Beltrami Electric Coop, Inc",Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,,"Industrial Drive Southeast, Chatfield, Fillmore County, MN 55923, United States of America","9","620 Industrial Dr SE, Elgin, MN 55932","14,468",People's Community Solar,Elgin,MN,People's Cooperative Services,Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"24500 US Highway 14, Lamberton, Redwood County, MN 56152, United States of America","10","24500 US-14, Lamberton, MN 56152","15,750",Redwood Electric Community Solar,Lamberton,MN,Redwood Electric Coop,Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"Mi Energy, 31110 Cooperative Way, Rushford Village, Fillmore County, MN 55971, United States of America","10","31110 Cooperative Way, Rushford Village, MN 55971","19,157",Renewable Rays - Rushford,Rushford,MN,MiEnergy Cooperative,Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Ramsey,"14601 Ramsey Boulevard Northwest, Ramsey, MN 55303, United States of America","10","14601 Ramsey Blvd NW, Ramsey, MN 55303","689",SolarWise,Ramsey,MN,Connexus Energy,Cooperative,Rural electric cooperative,0.03,0.04,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Two Harbors,"Cooperative Light & Power, 1554 Highway 2, Two Harbors, MN 55616, United States of America","10","1554 Highway 2, Two Harbors, MN 55616","4,346",SolarWise,Two Harbors,MN,Cooperative Light and Power,Cooperative,Rural electric cooperative,0.18,0.23,"2,017"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"8605 47th Street Northeast, Green Lake Township, MN 56288, United States of America","10","8605 47th St NE, Spicer, MN 56288","9,991",SolarWise,Spicer,MN,Kandiyohi Power Coop,Cooperative,Rural electric cooperative,1.12,1.46,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,,"29643 Frontage Road, Saint Joseph Township, MN 56374, United States of America","10","29643 Frontage Road, St. Joseph, MN 56374","18,019",SolarWise,St. Joseph,MN,Stearns Cooperative Elec Assn,Cooperative,Rural electric cooperative,0.67,0.87,"2,018"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Owatonna,"2411 West Bridge Street, Owatonna, MN 55060, United States of America","10","2411 W. Bridge St, Owatonna, MN 55060","18,047",SolarWise,Owatonna,MN,Steele-Waseca Cooperative Electric,Cooperative,Rural electric cooperative,0.18,0.23,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Park Rapids,"16930 County 6, Park Rapids, MN 56470, United States of America","10","16930 County 6, Park Rapids, MN 56470","9,475",SolarWise,Park Rapids,MN,Itasca-Mantrap Co-op Electrical Assn,Cooperative,Rural electric cooperative,0.08,0.13,"2,014"
US,USA,place,city,North America,United States of America,us,Minnesota,MN,Alexandria,"Alexandria, Minnesota, United States of America","6","6839 Power Ln SW, Alexandria, MN 56308","16,368",Solarwise,Alexandria,MN,Runestone Electric Assn,Cooperative,Rural electric cooperative,2,2.6,"2,017"
US,USA,road,road,North America,United States of America,us,Minnesota,MN,,"499th Avenue, Butternut Valley Township, Blue Earth County, MN 56055, United States of America","7","19322 499th Ave, Lake Crystal, MN 56055","17,550",South Central Electric Community solar array,Lake Crystal,MN,South Central Electric Assn,Cooperative,Rural electric cooperative,0.15,0.26,"2,017"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Rockford,"6800 Electric Drive, Rockford, MN 55373, United States of America","10","6800 Electric Dr, Rockford, MN 55373","20,996",WH Project 2,Rockford,MN,Wright-Hennepin Coop Elec Assn,Cooperative,Rural electric cooperative,0.08,0.14,"2,017"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Rockford,"6800 Electric Drive, Rockford, MN 55373, United States of America","10","6800 Electric Dr, Rockford, MN 55373","20,996",WH Project 2,Rockford,MN,Wright-Hennepin Coop Elec Assn,Cooperative,Rural electric cooperative,0.08,0.14,"2,017"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Rockford,"6800 Electric Drive, Rockford, MN 55373, United States of America","10","6800 Electric Drive, Rockford, MN 55373","20,996",WH Project 4,Medina,MN,Wright-Hennepin Coop Elec Assn,Cooperative,Rural electric cooperative,1.98,2.57,"2,016"
US,USA,building,building,North America,United States of America,us,Minnesota,MN,Rockford,"6800 Electric Drive, Rockford, MN 55373, United States of America","10","6800 Electric Drive, Rockford, MN 55373","20,996",WH Project 4,Medina,MN,Wright-Hennepin Coop Elec Assn,Cooperative,Rural electric cooperative,1.98,2.57,"2,016"
US,USA,building,building,North America,United States of America,us,Missouri,MO,,"1413 Rangeline Street, Columbia, MO 65201, United States of America","10","1413 Rangeline St, Columbia, MO 65201","2,001",Boone Electric Community Solar Farm,Columbia,MO,Boone Electric Coop,Cooperative,Rural electric cooperative,0.04,0.05,"2,016"
US,USA,road,road,North America,United States of America,us,Missouri,MO,Perryville,"Rand Avenue, Perryville, MO 63775, United States of America","9","1500 Rand Ave, Perryville, MO 63775","40,211",Co-op Solar,"Ste. Genevieve
",MO,"Wabash Valley Power Assn, Inc",Cooperative,Rural electric cooperative,1.18,1.54,"2,016"
US,USA,road,road,North America,United States of America,us,Missouri,MO,Kearney,"State Hwy 92, Kearney, MO, United States of America","7","1000 W State Route 92, Kearney, MO 64060","15,138",Solartech,Kearney,MO,"Platte-Clay Electric Coop, Inc",Cooperative,Rural electric cooperative,0.1,0.13,"2,014"
US,USA,building,building,North America,United States of America,us,Montana,MT,,"35 Terry Road, Evergreen, MT 59901, United States of America","10","35 Terry Rd, Kalispell, MT 59901","6,395",Community Solar Phase II,Kalispell,MT,Flathead Electric Coop Inc,Cooperative,Rural electric cooperative,0.1,0.13,"2,015"
US,USA,building,building,North America,United States of America,us,Montana,MT,,"84423 US Highway 87, Fergus County, MT 59457, United States of America","10","84423 US-87, Lewistown, MT 59457","21,513",Cooperative Solar,Lewistown,MT,"Fergus Electric Coop, Inc",Cooperative,Rural electric cooperative,0.08,0.1,"2,015"
US,USA,commerce,restaurant,North America,United States of America,us,Montana,MT,,"KettleHouse Bonner Taproom, 605 Cold Smoke Avenue, Bonner, Missoula County, MT 59823, United States of America","9","605 Cold Smoke Ave, Bonner, MT 59823","12,692",Phase I,Lolo,MT,"Missoula Electric Coop, Inc",Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,commerce,restaurant,North America,United States of America,us,Montana,MT,,"KettleHouse Bonner Taproom, 605 Cold Smoke Avenue, Bonner, Missoula County, MT 59823, United States of America","9","605 Cold Smoke Ave, Bonner, MT 59823","12,692",Phase I,Lolo,MT,"Missoula Electric Coop, Inc",Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,Connecticut,CT,Trumbull,"30 Frenchtown Road, Ox Hill, Trumbull, CT 06611, United States of America","10","30 Frenchtown Rd, Trumbull, CT 06611","12,692",Phase II,Frenchtown,MT,"Missoula Electric Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,017"
US,USA,road,road,North America,United States of America,us,Montana,MT,Red Lodge,"North Broadway Avenue, Red Lodge, MT 59068, United States of America","9","1306 Broadway Ave N, Red Lodge, MT 59068","1,417",SHARES DU SOLEIL,Red Lodge,MT,"Beartooth Electric Coop, Inc",Cooperative,Rural electric cooperative,9.9,12.87,"2,019"
US,USA,building,building,North America,United States of America,us,Montana,MT,,"1840 Whitefish Stage Road, Kalispell, MT 59901, United States of America","10","1840 Whitefish Stage Rd, Kalispell, MT 59901","6,395",Solar Utility Network (SUN),Kalispell,MT,Flathead Electric Coop Inc,Cooperative,Rural electric cooperative,0.04,0.07,"2,015"
US,USA,building,building,North America,United States of America,us,Montana,MT,Victor,"143 Bell Xing W, Victor, MT, United States of America","10","143 Bell Xing West, Victor, MT 59875","26,916",Valley Solar,Victor,MT,"Ravalli County Elec Coop, Inc",Cooperative,Rural electric cooperative,1,1.3,"2,015"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"1889 US Highway 21 N, Alleghany County, NC 28675, United States of America","10","1889 Hwy 21 S, Sparta, NC 28675","1,889",Alleghany Community Solar,Sparta,NC,Blue Ridge Elec Member Corp - (NC),Cooperative,Rural electric cooperative,2.5,3.25,"2,016"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,West Jefferson,"State Hwy 163, West Jefferson, NC, United States of America","8","2375 NC Hwy 163, West Jefferson, NC 28694","1,889",Ashe Community Solar,Jefferson,NC,Blue Ridge Elec Member Corp - (NC),Cooperative,Rural electric cooperative,3,3.9,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,Chadbourn,"2681 Georgia Pacific Rd, Chadbourn, NC, United States of America","10","2681 Georgia Pacific Rd, Chadbourn, NC 28431","24,889",Brunswick Electric Member Corp Community Solar 1,Chadbourn,NC,Brunswick Electric Member Corp,Cooperative,Rural electric cooperative,0.09,0.12,"2,016"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"4755 Ocean Highway East, Bell Swamp, Brunswick County, NC 28422, United States of America","10","4755 Ocean Hwy E, Bolivia, NC 28422","24,889",Brunswick Electric Member Corp Community Solar 2,Bolivia,NC,Brunswick Electric Member Corp,Cooperative,Rural electric cooperative,0.13,0.16,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"3271 Wilkesboro Boulevard, Cedar Rock, Caldwell County, NC 28645, United States of America","10","3271 Wilkesboro Blvd, Lenoir, NC 28645","1,889",Kings Creek Community Solar,Lenoir,NC,Blue Ridge Elec Member Corp - (NC),Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,Farmville,"Cooperative Way, Farmville, NC 27828, United States of America","9","100 Cooperative Way, Lenoir, NC 28645","1,889",Patterson Community Solar,Lenoir,NC,Blue Ridge Elec Member Corp - (NC),Cooperative,Rural electric cooperative,0.1,0.13,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"575 US 52, Anson County, NC 28170, United States of America","10","575 US-52, Wadesboro, NC 28170","14,717",Pee Dee Solar,Wadesboro,NC,Pee Dee Electric Member Corp,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,Roxboro,"1125 Oxford Rd, Roxboro, NC, United States of America","10","1125 Oxford Road, Roxboro, NC 27573","15,023",Piedmont Community Solar,Roxboro,NC,Piedmont Electric Member Corp,Cooperative,Rural electric cooperative,0.13,0.16,"2,017"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,Aulander,"State Hwy 561 W, Aulander, NC, United States of America","9","518 NC Hwy 561 West, Aulander, NC 27805","16,101",Roanoke SolarShare,Aulander,NC,Roanoke Electric Member Corp,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"Randolph Electric Membership Corporation, 879 McDowell Road, Asheboro, NC 27205, United States of America","10","879 McDowell Road, Asheboro, NC 27204","15,671",SunPath,Asheboro,NC,Randolph Electric Member Corp,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,,"US 264 E;NC 92 E, Douglas Crossroads, Beaufort County, NC, United States of America","9","25831 US‑264 E, Pantego, NC 27860","19,108",Tideland EMC Community Solar Phase I,Pinetown,NC,Tideland Electric Member Corp,Cooperative,Rural electric cooperative,0.25,0.33,"2,017"
US,USA,road,road,North America,United States of America,us,North Carolina,NC,Pantego,"US Hwy 264 E, Pantego, NC, United States of America","9","25831 Hwy 264 East, Pantego, NC 27860","19,108",Tideland EMC Community Solar Phase II,Pinetown,NC,Tideland Electric Member Corp,Cooperative,Rural electric cooperative,0.1,0.13,"2,017"
US,USA,building,building,North America,United States of America,us,North Carolina,NC,,"2491 US 321;US 421;NC 194, Watauga County, NC 28607, United States of America","10","2491 US Hwy 421 S, Boone, NC 28607","1,889",Watagua Community Solar,Boone,NC,Blue Ridge Elec Member Corp - (NC),Cooperative,Rural electric cooperative,0.02,0.04,"2,013"
US,USA,road,road,North America,United States of America,us,North Dakota,ND,Fargo,"63rd Ave S, Fargo, ND, United States of America","5","5400 block of 63rd Street S, Fargo, ND 58104","24,949",Prairie Sun Community Solar,Fargo,ND,Cass County Electric Cooperative,Cooperative,Rural electric cooperative,0.02,0.04,"2,014"
